57 0.079148
200 0.110656
74 0.0
214 0.028406
202 0.0
279 0.094066
49 0.0
51 0.0
257 0.089073
299 0.112444
171 0.0
157 0.015906
8 0.097078
191 0.0
64 0.0
223 0.098174
141 0.064626
35 0.052292
194 0.036112
270 0.0
153 0.082492
85 0.0
130 0.0
66 0.066689
53 0.104182
242 0.0
240 0.0
26 0.091259
218 0.0
44 0.01529
219 0.036714
298 0.0
271 0.0
246 0.0
175 0.0
124 0.080423
152 0.0
117 0.116815
255 0.103968
236 0.0
213 0.0
50 0.0
174 0.087384
81 0.0788
165 0.0
206 0.091929
79 0.0
145 0.034414
282 0.074787
177 0.098247
138 0.0
163 0.104762
78 0.100201
260 0.10927
160 0.015737
283 0.0
237 0.104644
284 0.0
146 0.000146
129 0.016403
151 0.072369
55 0.01092
170 0.058432
119 0.073987
297 0.0
209 0.0
118 0.109608
181 0.0
30 0.109831
228 0.0
262 0.0
178 0.04493
107 0.023908
235 0.104832
20 0.071546
192 0.0
122 0.0
296 0.0
94 0.0
135 0.0
102 0.10455
203 0.0
250 0.0
87 0.0
254 0.031121
287 0.0
21 0.018733
116 0.106674
281 0.0
269 0.0
89 0.0
190 0.0
23 0.007509
149 0.0
42 0.097006
18 0.000008
71 0.08823
182 0.0
95 0.0
208 0.079212
48 0.073913
103 0.094864
186 0.0
176 0.0
36 0.0
5 0.105233
263 0.073933
27 0.0
123 0.081575
16 0.0
70 0.08788
188 0.096236
17 0.0
210 0.0
189 0.088321
92 0.0
277 0.0
90 0.082955
32 0.0
148 0.015917
56 0.085709
60 0.091412
100 0.095465
161 0.0
249 0.0
131 0.008613
6 0.083736
93 0.091779
162 0.075166
134 0.0
7 0.075003
184 0.0
65 0.0
112 0.0
158 0.11881
115 0.065507
142 0.0
207 0.0
265 0.024933
12 0.0
61 0.110184
108 0.107795
248 0.0
195 0.0
91 0.0
197 0.0
24 0.0
59 0.112692
104 0.0
201 0.096228
172 0.014018
28 0.087057
77 0.0
54 0.071111
164 0.071596
256 0.0
259 0.0
9 0.0
80 0.098734
110 0.0
291 0.0
225 0.105372
234 0.069501
230 0.0
45 0.025453
111 0.105452
52 0.0
289 0.095944
2 0.043589
120 0.0
173 0.0
34 0.0
169 0.105511
238 0.009967
268 0.08501
285 0.0
199 0.07396
245 0.04205
272 0.110327
133 0.055706
179 0.0
185 0.0
292 0.0
1 0.0
3 0.03213
62 0.018082
97 0.017639
76 0.0
295 0.076791
229 0.0
99 0.0
19 0.0
121 0.0
221 0.0
86 0.011502
220 0.017866
252 0.0
144 0.0
212 0.036376
15 0.017407
105 0.0
75 0.0
96 0.0
39 0.0
253 0.0
233 0.02412
67 0.015105
264 0.0
0 0.0
147 0.0
37 0.0
198 0.0
278 0.083417
280 0.0
140 0.0
143 0.068329
167 0.032977
72 0.0
275 0.098215
136 0.0
226 0.0
239 0.100654
166 0.016573
247 0.0801
267 0.038424
84 0.0
196 0.083538
231 0.0
193 0.0
41 0.083608
183 0.029436
14 0.0
168 0.0
127 0.0
261 0.085076
113 0.092123
137 0.0
40 0.082523
241 0.0
43 0.080906
187 0.036227
106 0.075552
159 0.107904
83 0.0
38 0.0
251 0.0
150 0.015021
73 0.037232
293 0.0
11 0.014166
69 0.019251
31 0.107774
244 0.0
46 0.0
274 0.09267
224 0.094361
266 0.009159
98 0.109872
101 0.09804
286 0.086332
273 0.0
258 0.0
288 0.096022
22 0.023305
25 0.0
88 0.0
217 0.017584
82 0.0
109 0.0
211 0.0
29 0.01562
13 0.0
58 0.0
4 0.0
33 0.0
125 0.0
63 0.098057
290 0.0
154 0.0
156 0.0
139 0.0
243 0.09915
10 0.091488
222 0.03827
227 0.0
180 0.0
132 0.107434
205 0.03031
215 0.109484
204 0.029392
128 0.028251
294 0.102634
276 0.040412
126 0.0
216 0.0
232 0.0
47 0.026322
155 0.038505
68 0.024082
114 0.02548
